user_id,d_o_w,hour,day_part,location,calendar_active,calendar_event,contacts_count,pref_place,pref_calendar_event,pref_contacts,reminder
u_191124,2,11,Late Morning,fire_station,1,Presidents’ Day,0,0,0,0,0
u_040443,3,14,Early Afternoon,physiotherapist,0,none,1,0,0,0,0
u_120677,4,8,Morning,roofing_contractor,0,none,0,0,0,1,1
u_050304,6,10,Late Morning,lawyer,1,Road Trip,2,0,0,0,1
u_037837,4,10,Late Morning,campground,1,Dentist Appointment,9,0,0,0,1
u_160108,0,14,Early Afternoon,storage,1,National Children’s Day,3,0,0,0,1
u_057495,1,17,Late Afternoon,pharmacy,1,Lecture,1,0,0,0,1
u_052289,1,16,Afternoon,courthouse,1,César Chávez Day,2,0,1,0,1
u_171021,4,11,Late Morning,atm,0,none,1,1,0,0,1
u_133999,4,20,Evening,restaurant,1,Feast of St. Francis of Assisi,8,1,1,0,1
u_072748,4,17,Late Afternoon,book_store,1,Movie,1,1,1,1,1
u_026021,3,20,Evening,lawyer,1,Constitution Day and Citizenship Day,4,0,0,1,1
u_192138,0,17,Late Afternoon,hair_care,1,Doctor Appointment,2,1,0,0,1
u_083616,1,14,Early Afternoon,real_estate_agency,1,Nevada Day,3,0,0,0,1
u_175392,2,18,Dusk,park,0,none,5,0,0,0,1
u_139473,5,8,Morning,church,1,Columbus Day,1,0,0,0,0
u_070354,5,10,Late Morning,campground,1,Nevada Day,2,0,0,0,1
u_137422,1,9,Morning,storage,1,Texas Independence Day,2,0,1,0,1
u_066512,3,19,Early Evening,bakery,1,Counseling,0,1,0,0,1
u_055704,0,14,Early Afternoon,pet_store,0,none,3,0,0,1,1
u_120271,3,12,Noon or Midday,hospital,1,Black Friday,1,0,0,1,1
u_042980,2,10,Late Morning,taxi_stand,0,none,0,0,0,1,1
u_082067,1,19,Early Evening,taxi_stand,0,none,0,1,0,0,1
u_093722,4,13,Early Afternoon,storage,0,none,1,0,0,0,0
u_032401,5,15,Afternoon,convenience_store,1,Prince Jonah Kūhiō Kalaniana‘ole Day,4,0,1,1,1
u_191615,1,8,Morning,furniture_store,1,Pearl Harbor Remembrance Day,2,0,0,0,1
u_183671,3,10,Late Morning,storage,1,Counseling,0,1,0,1,1
u_189622,6,21,Late Evening,stadium,1,New Year’s Eve,9,0,0,1,1
u_112749,5,8,Morning,lawyer,1,Inauguration Day,0,0,0,1,1
u_016921,2,12,Noon or Midday,pet_store,0,none,7,0,0,1,1
u_088385,6,9,Morning,department_store,0,none,3,0,0,1,1
u_003491,4,17,Late Afternoon,secondary_school,1,National Grandparents Day,0,1,1,1,1
u_159375,3,14,Early Afternoon,restaurant,1,Lei Day,4,0,0,0,1
u_127128,5,2,Night,bus_station,0,none,1,0,0,0,0
u_129388,4,19,Early Evening,funeral_home,1,Midterm,4,0,0,1,1
u_035294,1,18,Dusk,train_station,1,Birthday,1,0,0,0,1
u_161767,6,11,Late Morning,tourist_attraction,1,Columbus Day,0,0,0,0,1
u_112689,2,14,Early Afternoon,art_gallery,1,Black History Month,6,1,0,0,1
u_121555,1,14,Early Afternoon,cemetery,0,none,8,0,0,0,0
u_197148,1,15,Afternoon,local_government_office,1,Labor Day,0,1,0,0,1
u_066017,1,15,Afternoon,jewelry_store,0,none,0,0,0,0,0
u_059437,5,19,Early Evening,campground,0,none,1,0,0,1,1
u_192596,5,8,Morning,hair_care,1,Doctor Appointment,4,0,0,0,1
u_035386,2,10,Late Morning,movie_rental,1,Flight,2,0,0,0,1
u_040378,6,15,Afternoon,drugstore,1,National Tartan Day,0,0,1,0,1
u_082580,1,15,Afternoon,lodging,0,none,6,0,0,0,1
u_187771,4,12,Noon or Midday,primary_school,0,none,1,0,0,1,1
u_029082,5,8,Morning,restaurant,1,Bunker Hill Day,8,1,1,0,1
u_091615,2,13,Early Afternoon,zoo,1,Cyber Monday,0,0,0,1,1
u_061108,1,10,Late Morning,real_estate_agency,0,none,10+,0,0,0,1
u_030018,2,9,Morning,movie_rental,0,none,0,0,0,0,0
u_105394,5,15,Afternoon,car_wash,0,none,0,0,0,0,0
u_062183,1,15,Afternoon,car_rental,1,St. Nicholas’ Day,0,0,1,0,1
u_101000,5,17,Late Afternoon,park,0,none,5,0,0,0,1
u_113467,3,11,Late Morning,painter,0,none,0,0,0,0,0
u_056399,3,10,Late Morning,electrician,0,none,0,0,0,0,0
u_067850,0,11,Late Morning,spa,0,none,0,1,0,1,1
u_098311,2,15,Afternoon,lodging,1,Interview,1,0,0,1,1
u_191237,1,19,Early Evening,lawyer,1,Feast of Our Lady of Guadalupe,2,0,0,0,1
u_041935,6,13,Early Afternoon,secondary_school,1,American Indian Heritage Day,10,0,0,0,1
u_102631,3,17,Late Afternoon,supermarket,1,Movie,0,0,0,0,1
u_073021,6,18,Dusk,airport,0,none,0,0,0,1,1
u_197216,2,10,Late Morning,electronics_store,0,none,2,0,0,0,0
u_147444,5,9,Morning,home_goods_store,1,Doctor Appointment,4,1,0,0,1
u_149723,3,13,Early Afternoon,park,1,National Aviation Day,6,0,0,0,1
u_053684,1,10,Late Morning,jewelry_store,1,National Wear Red Day,0,0,0,0,0
u_127693,2,10,Late Morning,casino,0,none,1,0,0,0,0
u_147025,4,9,Morning,cemetery,1,National Beer Day,2,0,0,0,1
u_015809,5,11,Late Morning,aquarium,0,none,0,0,0,0,1
u_110576,6,11,Late Morning,storage,0,none,10+,0,0,0,0
u_195055,0,8,Morning,primary_school,0,none,2,0,0,1,1
u_186222,6,17,Late Afternoon,tourist_attraction,0,none,3,0,0,0,1
u_005604,5,16,Afternoon,hindu_temple,0,none,0,0,0,0,0
u_083646,4,19,Early Evening,book_store,1,Unity Day,0,0,0,0,1
u_157039,6,16,Afternoon,school,0,none,3,0,0,1,1
u_111876,3,12,Noon or Midday,shopping_mall,0,none,3,0,0,0,0
u_092056,4,10,Late Morning,library,1,Rent Due,0,0,0,0,0
u_023412,2,10,Late Morning,mosque,0,none,0,0,0,1,1
u_133500,5,8,Morning,furniture_store,1,Armed Forces Day,4,1,0,0,1
u_151929,2,19,Early Evening,physiotherapist,1,Family Day,1,0,0,0,1
u_080666,2,14,Early Afternoon,aquarium,0,none,2,0,0,0,1
u_022459,5,22,Night,bar,0,none,7,0,0,0,1
u_144092,1,12,Noon or Midday,university,1,Constitution Day and Citizenship Day,4,0,1,0,1
u_152021,6,14,Early Afternoon,university,1,Funeral,2,0,0,0,1
u_104368,4,17,Late Afternoon,bicycle_store,1,Leif Erikson Day,5,0,1,1,1
u_148877,0,12,Noon or Midday,hindu_temple,0,none,10+,0,0,0,1
u_154315,1,16,Afternoon,bank,1,Inauguration Day,0,0,0,1,1
u_181888,2,17,Late Afternoon,furniture_store,0,none,3,0,0,0,1
u_143691,0,19,Early Evening,campground,1,Reunion,4,1,0,0,1
u_187140,4,9,Morning,real_estate_agency,0,none,5,1,0,0,1
u_088494,1,12,Noon or Midday,drugstore,0,none,10+,0,0,0,1
u_014034,3,5,Dawn,bus_station,1,School Break,0,0,0,0,0
u_079579,5,20,Evening,pet_store,1,Training,10,0,0,0,1
u_133324,1,16,Afternoon,secondary_school,1,School Break,8,0,0,0,1
u_190295,5,17,Late Afternoon,hair_care,0,none,1,0,0,0,0
u_098582,5,12,Noon or Midday,rv_park,0,none,0,0,0,0,0
u_197486,2,15,Afternoon,bank,1,Training,1,0,0,0,1
u_033217,2,13,Early Afternoon,lawyer,1,Training,3,0,0,0,1
u_190483,5,16,Afternoon,shopping_mall,0,none,0,0,0,1,1
u_019968,5,12,Noon or Midday,aquarium,1,Family Day,3,1,0,0,1
u_097777,4,13,Early Afternoon,moving_company,1,Party,6,1,1,0,1
u_161048,3,9,Morning,pharmacy,0,none,0,0,0,0,0
u_156271,5,19,Early Evening,light_rail_station,0,none,0,0,0,0,0
u_021325,6,20,Evening,stadium,1,Marine Corps Birthday,2,0,1,1,1
u_096072,0,12,Noon or Midday,liquor_store,0,none,2,1,0,0,1
u_177762,6,17,Late Afternoon,hindu_temple,1,National Parents’ Day,1,0,1,0,1
u_046688,2,12,Noon or Midday,post_office,1,Easter,0,1,0,1,1
u_015020,4,13,Early Afternoon,moving_company,1,Kamehameha Day,1,1,0,0,1
u_061476,0,13,Early Afternoon,locksmith,1,National Grandparents Day,0,1,0,0,1
u_145580,2,9,Morning,secondary_school,0,none,0,0,0,0,0
u_140230,0,19,Early Evening,movie_theater,1,Renewal,1,1,1,0,1
u_142099,6,15,Afternoon,meal_delivery,0,none,0,0,0,0,0
u_120030,6,14,Early Afternoon,train_station,1,America Recycles Day,2,0,0,0,1
u_035668,1,13,Early Afternoon,shopping_mall,0,none,4,0,0,0,1
u_190575,3,16,Afternoon,school,1,Road Trip,2,0,0,1,1
u_097741,1,18,Dusk,furniture_store,1,Car Rental,7,0,0,0,1
u_077442,4,17,Late Afternoon,rv_park,1,Juneteenth,1,1,0,0,1
u_006884,3,9,Morning,church,0,none,1,0,0,0,0
u_035982,5,12,Noon or Midday,post_office,1,Small Business Saturday,0,1,0,0,1
u_086523,1,16,Afternoon,car_wash,0,none,2,0,0,0,1
u_100052,3,18,Dusk,pharmacy,0,none,1,1,0,0,1
u_064198,1,10,Late Morning,pharmacy,1,Interview,0,0,1,0,1
u_109720,4,22,Night,airport,1,Interview,1,0,0,1,1
u_177212,2,14,Early Afternoon,plumber,1,Feast of Our Lady of Guadalupe,1,1,0,0,1
u_081377,6,9,Morning,beauty_salon,0,none,0,0,0,0,0
u_044072,6,15,Afternoon,police,1,Patriot’s Day,1,0,0,1,1
u_030464,3,14,Early Afternoon,insurance_agency,0,none,2,0,0,0,1
u_121256,4,13,Early Afternoon,tourist_attraction,0,none,10,0,0,1,1
u_092161,1,14,Early Afternoon,real_estate_agency,0,none,0,0,0,0,0
u_166702,6,10,Late Morning,tourist_attraction,0,none,8,0,0,0,1
u_108113,2,15,Afternoon,light_rail_station,1,Indigenous Peoples’ Day,2,0,1,0,1
u_196120,1,20,Evening,fire_station,0,none,6,0,0,0,1
u_142380,1,9,Morning,campground,1,National Beer Day,0,1,0,0,1
u_100164,4,17,Late Afternoon,hardware_store,0,none,10,0,0,1,1
u_082785,1,13,Early Afternoon,cafe,1,Prince Jonah Kūhiō Kalaniana‘ole Day,1,0,1,0,1
u_001431,0,16,Afternoon,department_store,1,Lei Day,0,0,0,0,1
u_085893,3,9,Morning,bowling_alley,1,Feast of Our Lady of Guadalupe,3,0,0,1,1
u_040624,3,20,Evening,casino,1,Halloween,7,0,0,1,1
u_083640,2,16,Afternoon,park,0,none,1,1,0,0,1
u_016356,4,14,Early Afternoon,movie_theater,1,Emancipation Day,0,0,1,0,1
u_187377,1,8,Morning,department_store,0,none,0,0,0,0,0
u_132511,2,8,Morning,lodging,0,none,1,1,0,1,1
u_101802,0,16,Afternoon,museum,0,none,6,0,0,0,1
u_128481,0,11,Late Morning,aquarium,1,Cinco de Mayo,1,1,0,0,1
u_195186,6,17,Late Afternoon,shoe_store,1,Unity Day,1,0,0,0,0
u_157794,3,1,Night,stadium,1,Constitution Day and Citizenship Day,1,1,1,0,1
u_137087,3,19,Early Evening,car_dealer,1,Lecture,3,0,0,0,1
u_056219,0,11,Late Morning,tourist_attraction,1,Black Friday,0,0,0,0,1
u_185770,0,17,Late Afternoon,doctor,0,none,4,0,0,1,1
u_178496,0,17,Late Afternoon,movie_theater,1,School Break,1,1,0,1,1
u_029294,0,12,Noon or Midday,funeral_home,1,St. Patrick’s Day,0,1,1,0,1
u_174865,2,15,Afternoon,plumber,1,Thanksgiving,2,0,0,0,1
u_044368,4,13,Early Afternoon,university,0,none,6,0,0,0,1
u_043717,4,17,Late Afternoon,veterinary_care,1,Orthodox Easter,3,0,0,0,1
u_197343,0,15,Afternoon,cemetery,0,none,3,1,0,1,1
u_178048,0,13,Early Afternoon,travel_agency,0,none,0,0,0,0,0
u_108199,0,19,Early Evening,store,1,National Vietnam War Veterans Day,0,0,0,0,0
u_065466,6,15,Afternoon,hair_care,0,none,5,1,0,1,1
u_155909,4,19,Early Evening,fire_station,1,Rent Due,5,0,1,1,1
u_182363,2,9,Morning,restaurant,1,Midterm,9,0,1,0,1
u_076169,5,17,Late Afternoon,car_rental,1,National Tartan Day,0,0,0,1,1
u_100922,6,8,Morning,hindu_temple,1,Birthday,1,0,0,1,1
u_129206,2,20,Evening,painter,1,Women’s Equality Day,3,0,0,0,1
u_079371,0,19,Early Evening,bakery,1,Yoga,2,0,1,1,1
u_064622,2,19,Early Evening,cafe,1,Family Day,0,0,0,0,0
u_068136,5,14,Early Afternoon,liquor_store,0,none,0,1,0,1,1
u_149799,3,13,Early Afternoon,real_estate_agency,0,none,4,0,0,1,1
u_186286,3,9,Morning,lawyer,1,Anniversary,0,0,1,0,1
u_033603,3,7,Morning,bakery,1,Small Business Saturday,1,0,0,0,0
u_147316,3,13,Early Afternoon,department_store,1,Nevada Day,6,0,0,0,1
u_071790,5,13,Early Afternoon,post_office,0,none,1,0,0,0,0
u_060430,0,19,Early Evening,real_estate_agency,0,none,2,1,0,0,1
u_186214,3,7,Morning,secondary_school,1,Flight,8,0,0,0,1
u_182394,6,13,Early Afternoon,funeral_home,0,none,0,0,0,0,0
u_076349,4,10,Late Morning,cemetery,1,Movie,1,0,0,0,0
u_043105,3,8,Morning,hospital,1,American Indian Heritage Day,10+,1,0,1,1
u_041351,5,8,Morning,university,1,Yoga,2,0,1,0,1
u_089216,3,9,Morning,rv_park,1,Pearl Harbor Remembrance Day,0,0,0,0,0
u_130290,4,12,Noon or Midday,casino,1,Pioneer Day,5,0,0,0,1
u_156924,3,15,Afternoon,primary_school,0,none,8,0,0,0,1
u_152853,2,16,Afternoon,car_dealer,0,none,2,0,0,0,1
u_179397,5,18,Dusk,home_goods_store,1,Inauguration Day,1,1,0,0,1
u_153083,3,16,Afternoon,car_wash,0,none,9,0,0,0,1
u_163124,6,12,Noon or Midday,locksmith,0,none,0,0,0,0,0
u_122374,3,9,Morning,hair_care,1,Veterans Day,5,1,0,0,1
u_151410,2,11,Late Morning,primary_school,1,New Year’s Eve,5,0,0,0,1
u_059505,1,20,Evening,movie_theater,1,Booster,2,0,1,0,1
u_075013,3,17,Late Afternoon,meal_takeaway,1,Nevada Day,0,0,0,0,1
u_101349,5,6,Early Morning,bus_station,0,none,0,0,0,0,0
u_015099,5,8,Morning,rv_park,1,Black Friday,0,1,0,0,1
u_059715,2,9,Morning,transit_station,1,New Year’s Eve,0,0,0,0,1
u_049567,0,18,Dusk,church,1,National Beer Day,0,0,1,0,1
u_056824,0,12,Noon or Midday,movie_rental,0,none,0,1,0,0,1
u_170978,1,8,Morning,university,0,none,0,0,0,0,0
u_023637,6,20,Evening,meal_takeaway,1,Marine Corps Birthday,6,0,0,1,1
u_055350,1,14,Early Afternoon,lawyer,1,Kwanzaa,1,1,0,0,1
u_124520,4,9,Morning,city_hall,0,none,1,0,0,0,0
u_015886,2,19,Early Evening,meal_takeaway,1,Movie,2,1,0,0,1
u_194644,2,8,Morning,store,1,Valentine’s Day,2,0,1,0,1
u_186865,3,17,Late Afternoon,transit_station,1,Statehood Day in Hawaii,1,0,0,0,1
u_091452,0,17,Late Afternoon,drugstore,1,Palm Sunday,2,0,0,0,1
u_120285,4,14,Early Afternoon,casino,1,Car Rental,0,0,0,0,1
u_173313,5,14,Early Afternoon,embassy,1,Road Trip,3,1,0,0,1
u_007807,6,7,Morning,cafe,0,none,0,0,0,0,0
u_038865,2,19,Early Evening,locksmith,1,Pearl Harbor Remembrance Day,7,0,0,0,1
u_153517,5,16,Afternoon,bank,0,none,0,0,0,0,0
u_097890,1,11,Late Morning,beauty_salon,0,none,0,0,0,0,0
u_005219,2,9,Morning,cafe,0,none,1,0,0,0,0
u_171672,1,9,Morning,spa,1,Sports Game,2,0,0,0,1
u_171195,3,20,Evening,stadium,0,none,3,0,0,0,1
u_076505,6,17,Late Afternoon,transit_station,0,none,3,1,0,0,1
u_060669,6,20,Evening,meal_delivery,1,National Wear Red Day,10+,1,1,1,1
u_178346,1,19,Early Evening,bus_station,1,Dentist Appointment,2,1,0,0,1
u_186582,1,17,Late Afternoon,travel_agency,1,Party,9,0,0,0,1
u_127977,6,10,Late Morning,accounting,1,Bastille Day,0,0,0,1,1
u_067811,3,15,Afternoon,accounting,0,none,4,0,0,0,1
u_093397,2,20,Evening,jewelry_store,0,none,4,1,0,0,1
u_110724,1,19,Early Evening,library,0,none,1,0,0,0,0
u_187866,5,15,Afternoon,transit_station,1,César Chávez Day,0,0,0,0,1
u_013228,3,13,Early Afternoon,real_estate_agency,1,Booster,1,0,0,0,0
u_050613,6,10,Late Morning,tourist_attraction,0,none,2,1,0,1,1
u_123667,4,11,Late Morning,embassy,0,none,3,0,0,0,0
u_039713,6,17,Late Afternoon,dentist,1,Hotel,2,0,1,0,1
u_157663,4,12,Noon or Midday,cafe,0,none,1,0,0,1,1
u_019959,6,15,Afternoon,hardware_store,1,Bill of Rights Day,2,0,0,1,1
u_136351,0,14,Early Afternoon,home_goods_store,0,none,0,0,0,1,1
u_042390,3,16,Afternoon,transit_station,0,none,0,0,0,0,0
u_112150,0,18,Dusk,car_rental,1,Booster,1,0,0,0,1
u_137238,1,20,Evening,drugstore,1,Cyber Monday,0,0,1,0,1
u_177352,1,8,Morning,supermarket,1,Memorial Day,0,1,0,0,1
u_052934,5,6,Early Morning,synagogue,0,none,0,1,0,0,1
u_012875,1,14,Early Afternoon,cemetery,1,Concert,1,0,0,0,1
u_156213,2,10,Late Morning,synagogue,0,none,0,0,0,0,0
u_083817,3,12,Noon or Midday,home_goods_store,1,Patriot Day,1,1,0,1,1
u_057422,5,16,Afternoon,museum,1,America Recycles Day,0,0,0,0,1
u_047721,4,8,Morning,hardware_store,1,Interview,2,0,0,0,1
u_162777,2,18,Dusk,electrician,0,none,0,0,0,0,0
u_000911,4,19,Early Evening,movie_rental,0,none,2,1,0,1,1
u_054688,0,14,Early Afternoon,train_station,1,Renewal,10+,0,1,0,1
u_172108,3,20,Evening,hospital,1,Yoga,1,0,0,0,0
u_190419,5,9,Morning,laundry,1,Dinner,2,0,1,0,1
u_011019,6,8,Morning,jewelry_store,0,none,0,0,0,0,0
u_111110,3,20,Evening,meal_delivery,0,none,6,1,0,0,1
u_143166,1,4,Night,train_station,0,none,1,1,0,0,1
u_084059,3,8,Morning,lodging,1,Concert,10+,1,0,1,1
u_181118,1,19,Early Evening,restaurant,1,Unity Day,8,1,0,1,1
u_129853,1,17,Late Afternoon,car_wash,0,none,0,0,0,1,1
u_173333,2,16,Afternoon,park,1,Pioneer Day,3,0,1,0,1
u_108665,0,16,Afternoon,meal_delivery,1,Women’s Equality Day,1,1,0,0,1
u_069953,0,13,Early Afternoon,hindu_temple,1,National Wear Red Day,1,0,0,0,1
u_152573,0,13,Early Afternoon,atm,1,National Parents’ Day,0,1,0,1,1
u_097996,1,18,Dusk,hardware_store,1,New Year’s Day,1,0,0,0,1
u_053153,4,11,Late Morning,gym,1,America Recycles Day,0,0,1,0,1
u_004645,5,9,Morning,casino,0,none,0,1,0,0,1
u_068046,5,17,Late Afternoon,campground,0,none,0,0,0,1,1
u_000162,4,12,Noon or Midday,insurance_agency,0,none,0,0,0,0,0
u_072154,5,16,Afternoon,meal_takeaway,1,Indigenous Peoples’ Day,1,0,0,1,1
u_032787,5,10,Late Morning,moving_company,1,Feast of the Immaculate Conception,2,0,0,0,1
u_060277,4,12,Noon or Midday,local_government_office,1,Booster,4,0,1,0,1
u_094068,2,13,Early Afternoon,police,1,Victory Day,2,0,0,0,1
u_111637,1,18,Dusk,synagogue,1,National Tartan Day,0,0,0,1,1
u_067998,6,8,Morning,pet_store,1,Labor Day,1,1,1,1,1
u_101863,5,18,Dusk,department_store,1,Presentation,1,1,0,0,1
u_004156,1,18,Dusk,meal_delivery,0,none,9,0,0,0,1
u_058803,3,9,Morning,cafe,0,none,0,1,0,0,1
u_100354,2,19,Early Evening,lawyer,0,none,3,0,0,0,1
u_068971,6,10,Late Morning,museum,1,Flight,4,0,0,0,1
u_181536,0,12,Noon or Midday,hair_care,1,New Year’s Eve,0,0,0,0,1
u_097268,1,3,Night,subway_station,1,Patriot’s Day,0,0,1,0,1
u_183245,2,7,Morning,bakery,0,none,2,0,0,1,1
u_118298,2,19,Early Evening,night_club,0,none,8,0,0,1,1
u_127947,1,13,Early Afternoon,school,0,none,2,0,0,0,1
u_131009,0,14,Early Afternoon,cafe,1,Meeting,2,0,0,0,1
u_063701,2,15,Afternoon,meal_delivery,1,Dentist Appointment,4,0,0,0,1
u_053781,3,8,Morning,physiotherapist,1,Checkup,2,0,1,0,1
u_154513,6,22,Night,bus_station,1,Indigenous Peoples’ Day,0,0,0,0,0
u_152457,2,14,Early Afternoon,electronics_store,0,none,10+,0,0,0,1
u_161683,3,15,Afternoon,car_wash,1,St. Nicholas’ Day,3,0,1,1,1
u_139233,1,15,Afternoon,furniture_store,1,National Tartan Day,0,0,0,1,1
u_190334,1,14,Early Afternoon,lodging,1,Mardi Gras,5,1,0,0,1
u_097927,1,13,Early Afternoon,department_store,1,National Wear Red Day,3,1,1,0,1
u_013616,4,7,Morning,school,1,San Jacinto Day,2,0,0,1,1
u_183983,5,17,Late Afternoon,courthouse,1,Evacuation Day,0,0,0,0,1
u_063609,5,20,Evening,car_wash,1,Anniversary,10+,0,0,0,1
u_109816,6,16,Afternoon,store,1,Cyber Monday,0,0,0,0,1
u_009314,6,14,Early Afternoon,veterinary_care,1,Veterans Day,0,1,0,1,1
u_012673,6,12,Noon or Midday,secondary_school,0,none,1,1,0,0,1
u_120049,1,18,Dusk,cafe,1,Funeral,1,0,0,0,1
u_173408,6,9,Morning,hindu_temple,1,Bennington Battle Day,6,0,0,0,1
u_093575,3,13,Early Afternoon,restaurant,0,none,2,1,0,0,1
u_116394,1,17,Late Afternoon,aquarium,0,none,6,0,0,0,1
u_040438,3,17,Late Afternoon,cemetery,1,Rent Due,2,0,0,0,1
u_094909,3,20,Evening,light_rail_station,1,Doctor Appointment,0,0,0,1,1
u_009979,5,19,Early Evening,movie_theater,0,none,0,1,0,0,1
u_113824,3,19,Early Evening,mosque,1,Bunker Hill Day,0,0,0,1,1
u_058041,2,15,Afternoon,university,1,Veterans Day,1,0,1,0,1
u_080289,1,8,Morning,laundry,0,none,1,0,0,0,0
u_020900,5,5,Dawn,hospital,0,none,1,0,0,1,1
u_139281,2,11,Late Morning,synagogue,1,Movie,7,1,0,0,1
u_040407,0,18,Dusk,atm,0,none,4,0,0,0,1
u_055806,2,14,Early Afternoon,lawyer,0,none,0,1,0,0,1
u_047335,4,11,Late Morning,accounting,0,none,6,0,0,1,1
u_082400,1,19,Early Evening,movie_rental,0,none,3,0,0,0,1
u_066627,2,17,Late Afternoon,parking,1,Feast of St. Francis of Assisi,0,0,0,0,1
u_051506,2,13,Early Afternoon,book_store,1,Booster,1,0,0,0,1
u_080011,4,14,Early Afternoon,bicycle_store,1,Bastille Day,10+,1,0,1,1
u_003850,2,13,Early Afternoon,art_gallery,1,Midterm,1,0,0,0,1
u_037400,2,10,Late Morning,airport,0,none,0,0,0,0,0
u_191018,5,11,Late Morning,library,1,Yoga,1,0,0,0,1
u_046914,1,8,Morning,light_rail_station,1,Women’s Equality Day,1,1,0,1,1
u_193931,6,19,Early Evening,car_dealer,1,Independence Day,3,0,0,0,1
u_015736,6,17,Late Afternoon,local_government_office,0,none,2,0,0,0,1
u_022362,3,7,Morning,subway_station,0,none,0,1,0,0,1
u_063564,6,16,Afternoon,bowling_alley,0,none,6,1,0,0,1
u_082664,1,7,Morning,train_station,1,Texas Independence Day,0,0,0,1,1
u_033619,3,18,Dusk,hardware_store,1,Rosa Parks Day,8,1,1,1,1
u_071222,1,16,Afternoon,hospital,0,none,1,0,0,0,0
u_180940,3,18,Dusk,bank,1,Feast of the Immaculate Conception,1,1,0,1,1
u_093380,0,13,Early Afternoon,accounting,1,National Beer Day,0,0,0,0,0
u_198370,0,10,Late Morning,bank,1,Counseling,0,0,0,0,0
u_089243,1,7,Morning,restaurant,0,none,7,1,0,0,1
u_135412,0,13,Early Afternoon,casino,0,none,0,1,0,0,1
u_060260,6,13,Early Afternoon,local_government_office,1,Sports Game,2,1,0,0,1
u_118051,6,17,Late Afternoon,accounting,1,Memorial Day,8,0,1,0,1
u_060795,4,18,Dusk,hardware_store,1,Bennington Battle Day,0,0,1,0,1
u_149792,4,11,Late Morning,locksmith,0,none,0,0,0,0,0
u_090552,6,11,Late Morning,department_store,1,Feast of Our Lady of Guadalupe,7,1,0,0,1
u_091192,3,9,Morning,fire_station,1,Patriot’s Day,0,1,0,0,1
u_033619,5,1,Night,night_club,0,none,10,1,0,0,1
u_192682,4,15,Afternoon,art_gallery,0,none,4,0,0,0,1
u_148839,5,13,Early Afternoon,gas_station,0,none,4,0,0,0,1
u_119754,5,14,Early Afternoon,roofing_contractor,0,none,3,0,0,0,1
u_137729,6,4,Night,airport,0,none,5,1,0,1,1
u_153920,4,11,Late Morning,bowling_alley,1,Evacuation Day,1,1,0,1,1
u_062625,2,14,Early Afternoon,fire_station,0,none,8,0,0,0,1
u_140880,5,10,Late Morning,department_store,1,National Parents’ Day,8,0,0,0,1
u_122250,3,18,Dusk,meal_delivery,1,Marine Corps Birthday,6,0,0,0,1
u_164954,6,11,Late Morning,travel_agency,0,none,0,0,0,1,1
u_172073,4,12,Noon or Midday,hair_care,0,none,2,0,0,0,0
u_121969,2,12,Noon or Midday,meal_delivery,0,none,6,0,0,0,1
u_116288,0,17,Late Afternoon,pharmacy,1,San Jacinto Day,7,0,1,0,1
u_052018,5,17,Late Afternoon,museum,0,none,10,0,0,1,1
u_013222,5,8,Morning,parking,0,none,0,0,0,0,0
u_057343,6,12,Noon or Midday,university,1,Inauguration Day,0,0,0,0,0
u_010324,3,11,Late Morning,movie_theater,1,America Recycles Day,10,0,0,0,1
u_166062,0,12,Noon or Midday,bakery,1,Car Rental,1,0,0,0,0
u_012267,5,13,Early Afternoon,accounting,0,none,4,1,0,0,1
u_072582,6,11,Late Morning,school,0,none,8,0,0,0,1
u_148820,2,20,Evening,car_dealer,0,none,2,0,0,0,1
u_169891,3,11,Late Morning,shoe_store,1,Road Trip,2,0,0,0,1
u_178277,2,12,Noon or Midday,dentist,1,San Jacinto Day,1,0,0,0,0
u_091238,6,6,Early Morning,gym,1,Women’s Equality Day,1,0,0,0,0
u_192490,2,14,Early Afternoon,school,0,none,2,0,0,0,0
u_159081,6,8,Morning,accounting,0,none,4,0,0,0,0
u_093469,0,12,Noon or Midday,cafe,1,Black History Month,1,0,0,0,0
u_132682,4,5,Dawn,transit_station,0,none,2,1,0,1,1
u_143127,2,18,Dusk,convenience_store,1,Checkup,4,0,0,1,1
u_129624,4,17,Late Afternoon,hospital,1,Wedding,1,0,1,0,1
u_016291,2,12,Noon or Midday,bowling_alley,1,Patriot’s Day,9,0,0,0,1
u_015340,6,0,Midnight,bar,1,Indigenous Peoples’ Day,4,0,0,0,1
u_170427,6,18,Dusk,pet_store,0,none,4,1,0,0,1
u_020958,6,19,Early Evening,drugstore,1,Anniversary,10,0,0,0,1
u_103337,6,10,Late Morning,campground,1,Palm Sunday,0,0,0,0,0
u_129754,2,18,Dusk,lawyer,1,Sports Game,1,0,0,0,1
u_023757,1,14,Early Afternoon,museum,0,none,0,0,0,0,1
u_131162,4,5,Dawn,bus_station,1,Columbus Day,0,1,0,0,1
u_036994,0,20,Evening,courthouse,0,none,8,0,0,0,1
u_141357,6,19,Early Evening,courthouse,1,Anniversary,2,0,0,0,1
u_177480,1,14,Early Afternoon,doctor,0,none,0,0,0,0,0
u_080769,6,19,Early Evening,car_wash,1,Lei Day,0,0,1,1,1
u_066586,0,7,Morning,school,1,Day After Christmas Day,1,1,1,0,1
